TIMESTAMP [s],PPG1_SUB1,PPG1_SUB2,PPG1_SUB3,ACC_X,ACC_Y,ACC_Z,SPO2: SIGNAL_QUALITY,SPO2: SPO2 [%],SPO2: HEART_RATE [bpm],SPO2: PI [%],SPO2: R,SPO2: AC_RED,SPO2: DC_RED,SPO2: AC_IR,SPO2: DC_IR,AGC1_CHANNEL,AGC1_PD_OFFSET_CHANGE,AGC1_PD_OFFSET_CURRENT,AGC1_LED_CHANGE,AGC1_LED_CURRENT,AGC2_CHANNEL,AGC2_PD_OFFSET_CHANGE,AGC2_PD_OFFSET_CURRENT,AGC2_LED_CHANGE,AGC2_LED_CURRENT,SENSOR EVENT
0.98,337460,635979,325572,,,,,,,,,,,,,,,,,,,,,,,
0.985,337459,635996,325555,,,,,,,,,,,,,,,,,,,,,,,
0.99,337450,636040,325540,,,,,,,,,,,,,,,,,,,,,,,
0.995,337472,636071,325569,,,,,,,,,,,,,,,,,,,,,,,
0.99525,,,,481,-95,1921,,,,,,,,,,,,,,,,,,,,
1.0,337466,636115,325636,,,,,,,,,,,,,,,,,,,,,,,
1.005,337460,636118,325597,,,,,,,,,,,,,,,,,,,,,,,
1.01,337457,636120,325619,,,,,,,,,,,,,,,,,,,,,,,
1.015,337463,636123,325583,,,,,,,,,,,,,,,,,,,,,,,
1.02,337457,636127,325570,,,,,,,,,,,,,,,,,,,,,,,
1.025,337459,636137,325556,,,,,,,,,,,,,,,,,,,,,,,
1.03,337451,636119,325512,,,,,,,,,,,,,,,,,,,,,,,
1.035,337458,636121,325506,,,,,,,,,,,,,,,,,,,,,,,
1.04,337462,636132,325480,,,,,,,,,,,,,,,,,,,,,,,
1.045,337462,636117,325493,,,,,,,,,,,,,,,,,,,,,,,
1.05,337457,636098,325445,,,,,,,,,,,,,,,,,,,,,,,
1.055,337460,636084,325369,,,,,,,,,,,,,,,,,,,,,,,
1.06,337466,636046,325345,,,,,,,,,,,,,,,,,,,,,,,
1.065,337456,636047,325346,,,,,,,,,,,,,,,,,,,,,,,
1.07,337454,636041,325335,,,,,,,,,,,,,,,,,,,,,,,
1.075,337463,636026,325276,,,,0,100.0,0.0,0.0,0.0,0,0,0,0,,,,,,,,,,,
1.08,337447,635996,325256,,,,,,,,,,,,,,,,,,,,,,,
1.085,337468,635977,325172,,,,,,,,,,,,,,,,,,,,,,,
1.09,337446,635950,325189,,,,,,,,,,,,,,,,,,,,,,,
1.095,337455,635951,325175,,,,,,,,,,,,,,,,,,,,,,,
1.095985,,,,481,-95,1921,,,,,,,,,,,,,,,,,,,,
1.1,337457,635924,325079,,,,,,,,,,,,,,,,,,,,,,,
1.105,337451,635904,325082,,,,,,,,,,,,,,,,,,,,,,,
1.11,337438,635880,325034,,,,,,,,,,,,,,,,,,,,,,,
1.115,337452,635883,325026,,,,,,,,,,,,,,,,,,,,,,,
1.12,337448,635881,325033,,,,,,,,,,,,,,,,,,,,,,,
1.125,337446,635888,325013,,,,,,,,,,,,,,,,,,,,,,,
1.13,337462,635908,325062,,,,,,,,,,,,,,,,,,,,,,,
1.135,337454,635945,325031,,,,,,,,,,,,,,,,,,,,,,,
1.14,337458,635963,325039,,,,,,,,,,,,,,,,,,,,,,,
1.145,337450,635988,325085,,,,,,,,,,,,,,,,,,,,,,,
1.15,337453,635985,325069,,,,,,,,,,,,,,,,,,,,,,,
1.155,337452,635997,325080,,,,,,,,,,,,,,,,,,,,,,,
1.16,337459,636026,325096,,,,,,,,,,,,,,,,,,,,,,,
1.165,337458,636028,325082,,,,,,,,,,,,,,,,,,,,,,,
1.17,337458,636022,325057,,,,,,,,,,,,,,,,,,,,,,,
1.175,337456,636014,325068,,,,,,,,,,,,,,,,,,,,,,,
1.18,337460,636003,325049,,,,,,,,,,,,,,,,,,,,,,,
1.185,337459,636000,325038,,,,,,,,,,,,,,,,,,,,,,,
1.19,337454,635991,325048,,,,,,,,,,,,,,,,,,,,,,,
1.195,337459,635969,324993,,,,,,,,,,,,,,,,,,,,,,,
1.19802,,,,481,-95,1921,,,,,,,,,,,,,,,,,,,,
1.2,337462,635984,325044,,,,,,,,,,,,,,,,,,,,,,,
1.205,337451,635954,324977,,,,,,,,,,,,,,,,,,,,,,,
1.21,337465,635971,324962,,,,,,,,,,,,,,,,,,,,,,,
1.215,337451,635950,324950,,,,,,,,,,,,,,,,,,,,,,,
1.22,337462,635973,324993,,,,,,,,,,,,,,,,,,,,,,,
1.225,337456,635953,324944,,,,,,,,,,,,,,,,,,,,,,,
1.23,337458,635996,325030,,,,,,,,,,,,,,,,,,,,,,,
1.235,337454,636025,325047,,,,,,,,,,,,,,,,,,,,,,,
1.24,337448,636043,325069,,,,,,,,,,,,,,,,,,,,,,,
1.245,337450,636066,325059,,,,,,,,,,,,,,,,,,,,,,,
1.25,337451,636040,325036,,,,,,,,,,,,,,,,,,,,,,,
1.255,337454,636054,325046,,,,,,,,,,,,,,,,,,,,,,,
1.26,337456,636040,324980,,,,,,,,,,,,,,,,,,,,,,,
1.265,337457,636024,325016,,,,,,,,,,,,,,,,,,,,,,,
1.27,337457,636023,324961,,,,,,,,,,,,,,,,,,,,,,,
1.275,337448,636011,325012,,,,,,,,,,,,,,,,,,,,,,,
1.28,337464,635988,324948,,,,,,,,,,,,,,,,,,,,,,,
1.285,337462,635973,324963,,,,,,,,,,,,,,,,,,,,,,,
1.29,337449,635968,324880,,,,,,,,,,,,,,,,,,,,,,,
1.295,337450,635968,324889,,,,,,,,,,,,,,,,,,,,,,,
1.299805,,,,577,-95,1921,,,,,,,,,,,,,,,,,,,,
1.3,337460,635976,324918,,,,,,,,,,,,,,,,,,,,,,,
1.305,337446,636011,324920,,,,,,,,,,,,,,,,,,,,,,,
1.31,337451,636042,324971,,,,,,,,,,,,,,,,,,,,,,,
1.315,337457,636097,325013,,,,,,,,,,,,,,,,,,,,,,,
1.32,337454,636136,325065,,,,,,,,,,,,,,,,,,,,,,,
