TIMESTAMP [s],PPG1_SUB1,PPG1_SUB2,PPG1_SUB3,ACC_X,ACC_Y,ACC_Z,SPO2: SIGNAL_QUALITY,SPO2: SPO2 [%],SPO2: HEART_RATE [bpm],SPO2: PI [%],SPO2: R,SPO2: AC_RED,SPO2: DC_RED,SPO2: AC_IR,SPO2: DC_IR,AGC1_CHANNEL,AGC1_PD_OFFSET_CHANGE,AGC1_PD_OFFSET_CURRENT,AGC1_LED_CHANGE,AGC1_LED_CURRENT,AGC2_CHANNEL,AGC2_PD_OFFSET_CHANGE,AGC2_PD_OFFSET_CURRENT,AGC2_LED_CHANGE,AGC2_LED_CURRENT,SENSOR EVENT
1.22,337344,750227,363222,,,,,,,,,,,,,,,,,,,,,,,
1.225,337339,750267,363250,,,,,,,,,,,,,,,,,,,,,,,
1.23,337333,750271,363236,,,,,,,,,,,,,,,,,,,,,,,
1.235,337326,750284,363265,,,,,,,,,,,,,,,,,,,,,,,
1.24,337335,750291,363297,,,,,,,,,,,,,,,,,,,,,,,
1.245,337332,750335,363357,,,,,,,,,,,,,,,,,,,,,,,
1.25,337330,750347,363329,,,,,,,,,,,,,,,,,,,,,,,
1.255,337332,750362,363353,,,,,,,,,,,,,,,,,,,,,,,
1.26,337333,750389,363364,,,,,,,,,,,,,,,,,,,,,,,
1.265,337336,750389,363383,,,,,,,,,,,,,,,,,,,,,,,
1.27,337332,750390,363409,,,,,,,,,,,,,,,,,,,,,,,
1.275,337333,750410,363405,,,,,,,,,,,,,,,,,,,,,,,
1.28,337333,750419,363412,,,,,,,,,,,,,,,,,,,,,,,
1.285,337335,750429,363454,,,,,,,,,,,,,,,,,,,,,,,
1.29,337330,750463,363499,,,,,,,,,,,,,,,,,,,,,,,
1.295,337334,750466,363464,,,,,,,,,,,,,,,,,,,,,,,
1.299805,,,,-1727,193,1057,,,,,,,,,,,,,,,,,,,,
1.3,337335,750476,363483,,,,,,,,,,,,,,,,,,,,,,,
1.305,337336,750470,363499,,,,,,,,,,,,,,,,,,,,,,,
1.31,337331,750483,363533,,,,,,,,,,,,,,,,,,,,,,,
1.315,337334,750481,363524,,,,,,,,,,,,,,,,,,,,,,,
1.32,337332,750501,363559,,,,,,,,,,,,,,,,,,,,,,,
1.325,337330,750506,363587,,,,,,,,,,,,,,,,,,,,,,,
1.33,337333,750539,363575,,,,,,,,,,,,,,,,,,,,,,,
1.335,337330,750553,363647,,,,,,,,,,,,,,,,,,,,,,,
1.34,337339,750563,363636,,,,,,,,,,,,,,,,,,,,,,,
1.345,337330,750603,363683,,,,,,,,,,,,,,,,,,,,,,,
1.35,337331,750620,363704,,,,,,,,,,,,,,,,,,,,,,,
1.355,337329,750630,363748,,,,,,,,,,,,,,,,,,,,,,,
1.36,337333,750643,363776,,,,,,,,,,,,,,,,,,,,,,,
1.365,337333,750674,363833,,,,,,,,,,,,,,,,,,,,,,,
1.37,337319,750691,363844,,,,,,,,,,,,,,,,,,,,,,,
1.375,337336,750700,363826,,,,,,,,,,,,,,,,,,,,,,,
