TIMESTAMP [s],PPG1_SUB1,PPG1_SUB2,PPG1_SUB3,ACC_X,ACC_Y,ACC_Z,SPO2: SIGNAL_QUALITY,SPO2: SPO2 [%],SPO2: HEART_RATE [bpm],SPO2: PI [%],SPO2: R,SPO2: AC_RED,SPO2: DC_RED,SPO2: AC_IR,SPO2: DC_IR,AGC1_CHANNEL,AGC1_PD_OFFSET_CHANGE,AGC1_PD_OFFSET_CURRENT,AGC1_LED_CHANGE,AGC1_LED_CURRENT,AGC2_CHANNEL,AGC2_PD_OFFSET_CHANGE,AGC2_PD_OFFSET_CURRENT,AGC2_LED_CHANGE,AGC2_LED_CURRENT,SENSOR EVENT
0.185,337484,0,0,,,,,,,,,,,,,,,,,,,,,,,0x00 0x00 0xF0 0x00 0x00 0x00 0x00 0x00 0x00
0.19,337479,0,0,,,,,,,,,,,,,,,,,,,,,,,0x00 0x00 0xF0 0x00 0x00 0x00 0x00 0x00 0x00
0.195,337484,0,0,,,,,,,,,,,,,,,,,,,,,,,
0.2,337468,0,0,,,,,,,,,,,,,,,,,,,,,,,
0.2002,,,,-1151,1,1345,,,,,,,,,,,,,,,,,,,,
0.205,337479,0,0,,,,,,,,,,,,,,,,,,,,,,,
0.21,337484,0,0,,,,,,,,,,,,,2,2,96,0,120,3,2,96,0,90,0x00 0x00 0xF0 0x00 0x00 0x00 0x00 0x00 0x00
0.215,337479,0,0,,,,,,,,,,,,,,,,,,,,,,,0x00 0x00 0xF0 0x00 0x00 0x00 0x00 0x00 0x00
0.22,337483,0,0,,,,,,,,,,,,,,,,,,,,,,,0x00 0x00 0xF0 0x00 0x00 0x00 0x00 0x00 0x00
0.225,337475,0,0,,,,,,,,,,,,,,,,,,,,,,,
0.23,337493,0,0,,,,,,,,,,,,,,,,,,,,,,,
0.235,337481,0,0,,,,,,,,,,,,,,,,,,,,,,,0x00 0x00 0xF0 0x00 0x00 0x00 0x00 0x00 0x00
0.24,337480,0,0,,,,,,,,,,,,,,,,,,,,,,,0x00 0x00 0xF0 0x00 0x00 0x00 0x00 0x00 0x00
0.245,337481,0,0,,,,,,,,,,,,,,,,,,,,,,,
0.25,337476,0,0,,,,,,,,,,,,,,,,,,,,,,,
0.255,337488,0,0,,,,,,,,,,,,,,,,,,,,,,,
0.26,337479,0,0,,,,,,,,,,,,,,,,,,,,,,,
0.265,337470,0,0,,,,,,,,,,,,,,,,,,,,,,,0x00 0x00 0xF0 0x00 0x00 0x00 0x00 0x00 0x00
0.27,337488,0,0,,,,,,,,,,,,,,,,,,,,,,,0x00 0x00 0xF0 0x00 0x00 0x00 0x00 0x00 0x00
0.275,337487,0,0,,,,,,,,,,,,,,,,,,,,,,,
0.28,337484,0,0,,,,,,,,,,,,,,,,,,,,,,,
0.285,337482,0,0,,,,,,,,,,,,,,,,,,,,,,,
0.29,337477,0,0,,,,,,,,,,,,,,,,,,,,,,,0x00 0x00 0xF0 0x00 0x00 0x00 0x00 0x00 0x00
0.295,337472,0,0,,,,,,,,,,,,,,,,,,,,,,,0x00 0x00 0xF0 0x00 0x00 0x00 0x00 0x00 0x00
0.29895,,,,-1439,1,1249,,,,,,,,,,,,,,,,,,,,
0.3,337479,0,0,,,,,,,,,,,,,,,,,,,,,,,
0.305,337478,0,0,,,,,,,,,,,,,,,,,,,,,,,
0.31,337480,0,0,,,,,,,,,,,,,,,,,,,,,,,
0.315,337482,0,0,,,,,,,,,,,,,,,,,,,,,,,0x00 0x00 0xF0 0x00 0x00 0x00 0x00 0x00 0x00
0.32,337485,0,0,,,,,,,,,,,,,,,,,,,,,,,0x00 0x00 0xF0 0x00 0x00 0x00 0x00 0x00 0x00
0.325,337478,0,0,,,,,,,,,,,,,,,,,,,,,,,0x00 0x00 0xF0 0x00 0x00 0x00 0x00 0x00 0x00
0.33,337478,0,0,,,,,,,,,,,,,,,,,,,,,,,0x00 0x00 0xF0 0x00 0x00 0x00 0x00 0x00 0x00
0.335,337484,0,0,,,,,,,,,,,,,,,,,,,,,,,
0.34,337481,0,0,,,,,,,,,,,,,,,,,,,,,,,0x00 0x00 0xF0 0x00 0x00 0x00 0x00 0x00 0x00
0.345,337475,0,0,,,,,,,,,,,,,,,,,,,,,,,0x00 0x00 0xF0 0x00 0x00 0x00 0x00 0x00 0x00
0.35,337484,0,0,,,,,,,,,,,,,,,,,,,,,,,
0.355,337478,0,0,,,,,,,,,,,,,,,,,,,,,,,
0.36,337490,0,0,,,,,,,,,,,,,,,,,,,,,,,
0.365,337484,0,0,,,,,,,,,,,,,,,,,,,,,,,0x00 0x00 0xF0 0x00 0x00 0x00 0x00 0x00 0x00
0.37,337475,0,0,,,,,,,,,,,,,,,,,,,,,,,0x00 0x00 0xF0 0x00 0x00 0x00 0x00 0x00 0x00
0.375,337482,0,0,,,,,,,,,,,,,,,,,,,,,,,0x00 0x00 0xF0 0x00 0x00 0x00 0x00 0x00 0x00
0.38,337491,0,0,,,,,,,,,,,,,,,,,,,,,,,0x00 0x00 0xF0 0x00 0x00 0x00 0x00 0x00 0x00
0.385,337483,0,0,,,,,,,,,,,,,,,,,,,,,,,
0.39,337494,0,0,,,,,,,,,,,,,,,,,,,,,,,
0.395,337495,0,0,,,,,,,,,,,,,,,,,,,,,,,0x00 0x00 0xF0 0x00 0x00 0x00 0x00 0x00 0x00
0.397532,,,,-1535,1,1153,,,,,,,,,,,,,,,,,,,,
0.4,337487,0,0,,,,,,,,,,,,,,,,,,,,,,,0x00 0x00 0xF0 0x00 0x00 0x00 0x00 0x00 0x00
0.405,337489,0,0,,,,,,,,,,,,,,,,,,,,,,,
0.41,337495,0,0,,,,,,,,,,,,,,,,,,,,,,,
0.415,337492,0,0,,,,,,,,,,,,,2,2,64,0,120,3,2,64,0,90,
0.42,337493,0,0,,,,,,,,,,,,,,,,,,,,,,,0x00 0x00 0xF0 0x00 0x00 0x00 0x00 0x00 0x00
0.425,337498,0,0,,,,,,,,,,,,,,,,,,,,,,,0x00 0x00 0xF0 0x00 0x00 0x00 0x00 0x00 0x00
0.43,337489,0,0,,,,,,,,,,,,,,,,,,,,,,,0x00 0x00 0xF0 0x00 0x00 0x00 0x00 0x00 0x00
0.435,337493,0,0,,,,,,,,,,,,,,,,,,,,,,,
0.44,337494,0,0,,,,,,,,,,,,,,,,,,,,,,,
0.445,337490,0,0,,,,,,,,,,,,,,,,,,,,,,,0x00 0x00 0xF0 0x00 0x00 0x00 0x00 0x00 0x00
0.45,337483,0,0,,,,,,,,,,,,,,,,,,,,,,,0x00 0x00 0xF0 0x00 0x00 0x00 0x00 0x00 0x00
0.455,337490,0,0,,,,,,,,,,,,,,,,,,,,,,,
0.46,337498,0,0,,,,,,,,,,,,,,,,,,,,,,,
0.465,337491,0,0,,,,,,,,,,,,,,,,,,,,,,,
0.47,337493,0,0,,,,,,,,,,,,,,,,,,,,,,,
0.475,337493,0,0,,,,,,,,,,,,,,,,,,,,,,,0x00 0x00 0xF0 0x00 0x00 0x00 0x00 0x00 0x00
0.48,337491,0,0,,,,,,,,,,,,,,,,,,,,,,,0x00 0x00 0xF0 0x00 0x00 0x00 0x00 0x00 0x00
0.485,337499,0,0,,,,,,,,,,,,,,,,,,,,,,,
0.49,337485,0,0,,,,,,,,,,,,,,,,,,,,,,,
0.495,337488,0,0,,,,,,,,,,,,,,,,,,,,,,,
0.49604,,,,-1631,1,1153,,,,,,,,,,,,,,,,,,,,
0.5,337487,0,0,,,,,,,,,,,,,,,,,,,,,,,0x00 0x00 0xF0 0x00 0x00 0x00 0x00 0x00 0x00
0.505,337486,0,0,,,,,,,,,,,,,,,,,,,,,,,0x00 0x00 0xF0 0x00 0x00 0x00 0x00 0x00 0x00
0.51,337497,0,0,,,,,,,,,,,,,,,,,,,,,,,
0.515,337478,0,0,,,,,,,,,,,,,,,,,,,,,,,
0.52,337481,0,0,,,,,,,,,,,,,,,,,,,,,,,
0.525,337491,0,0,,,,,,,,,,,,,,,,,,,,,,,0x00 0x00 0xF0 0x00 0x00 0x00 0x00 0x00 0x00
0.53,337484,0,0,,,,,,,,,,,,,,,,,,,,,,,0x00 0x00 0xF0 0x00 0x00 0x00 0x00 0x00 0x00
0.535,337507,0,0,,,,,,,,,,,,,,,,,,,,,,,0x00 0x00 0xF0 0x00 0x00 0x00 0x00 0x00 0x00
0.54,337490,0,0,,,,,,,,,,,,,,,,,,,,,,,
0.545,337479,0,0,,,,,,,,,,,,,,,,,,,,,,,
0.55,337489,0,0,,,,,,,,,,,,,,,,,,,,,,,0x00 0x00 0xF0 0x00 0x00 0x00 0x00 0x00 0x00
0.555,337488,0,0,,,,,,,,,,,,,,,,,,,,,,,0x00 0x00 0xF0 0x00 0x00 0x00 0x00 0x00 0x00
0.56,337474,0,0,,,,,,,,,,,,,,,,,,,,,,,
0.565,337489,0,0,,,,,,,,,,,,,,,,,,,,,,,
0.57,337488,0,0,,,,,,,,,,,,,,,,,,,,,,,
0.575,337483,0,0,,,,,,,,,,,,,,,,,,,,,,,
0.58,337484,0,0,,,,,,,,,,,,,,,,,,,,,,,0x00 0x00 0xF0 0x00 0x00 0x00 0x00 0x00 0x00
0.585,337485,0,0,,,,,,,,,,,,,,,,,,,,,,,0x00 0x00 0xF0 0x00 0x00 0x00 0x00 0x00 0x00
0.59,337499,0,0,,,,,,,,,,,,,,,,,,,,,,,
0.594408,,,,-1727,1,1057,,,,,,,,,,,,,,,,,,,,
0.595,337495,0,0,,,,,,,,,,,,,,,,,,,,,,,
0.6,337491,0,0,,,,,,,,,,,,,,,,,,,,,,,
0.605,337487,0,0,,,,,,,,,,,,,,,,,,,,,,,0x00 0x00 0xF0 0x00 0x00 0x00 0x00 0x00 0x00
0.61,337495,0,0,,,,,,,,,,,,,,,,,,,,,,,0x00 0x00 0xF0 0x00 0x00 0x00 0x00 0x00 0x00
0.615,337494,0,0,,,,,,,,,,,,,,,,,,,,,,,
0.62,337490,0,0,,,,,,,,,,,,,2,2,32,0,120,3,2,32,0,90,
0.625,337495,186278,376733,,,,,,,,,,,,,,,,,,,,,,,
0.63,337491,186225,376656,,,,,,,,,,,,,,,,,,,,,,,0x00 0x00 0xF0 0x00 0x00 0x00 0x00 0x00 0x00
0.635,337497,186116,376572,,,,,,,,,,,,,,,,,,,,,,,
0.64,337488,186014,376479,,,,,,,,,,,,,,,,,,,,,,,
0.645,337487,185905,376393,,,,,,,,,,,,,,,,,,,,,,,
0.65,337491,185810,376256,,,,,,,,,,,,,,,,,,,,,,,
0.655,337495,185641,376106,,,,,,,,,,,,,,,,,,,,,,,0x00 0x00 0xF0 0x00 0x00 0x00 0x00 0x00 0x00
0.66,337489,185467,375966,,,,,,,,,,,,,,,,,,,,,,,0x00 0x00 0xF0 0x00 0x00 0x00 0x00 0x00 0x00
0.665,337492,185298,375765,,,,,,,,,,,,,,,,,,,,,,,0x00 0x00 0xF0 0x00 0x00 0x00 0x00 0x00 0x00
0.67,337492,185073,375607,,,,,,,,,,,,,,,,,,,,,,,0x00 0x00 0xF0 0x00 0x00 0x00 0x00 0x00 0x00
0.675,337482,730335,375407,,,,,,,,,,,,,2,2,0,0,120,3,0,32,0,90,
0.68,337489,730128,375205,,,,,,,,,,,,,,,,,,,,,,,
0.685,337482,729898,375001,,,,,,,,,,,,,,,,,,,,,,,
0.69,337485,729687,374817,,,,,,,,,,,,,,,,,,,,,,,
0.692776,,,,-1727,-95,1057,,,,,,,,,,,,,,,,,,,,
0.695,337481,729438,374564,,,,,,,,,,,,,,,,,,,,,,,
0.7,337479,729185,374322,,,,,,,,,,,,,,,,,,,,,,,
0.705,337482,728910,374076,,,,,,,,,,,,,,,,,,,,,,,
0.71,337480,728638,373847,,,,,,,,,,,,,,,,,,,,,,,
0.715,337482,728403,373626,,,,,,,,,,,,,,,,,,,,,,,
0.72,337479,728147,373396,,,,,,,,,,,,,,,,,,,,,,,
0.725,337483,727907,373094,,,,,,,,,,,,,,,,,,,,,,,
0.73,337483,727641,372904,,,,,,,,,,,,,,,,,,,,,,,
0.735,337488,727395,372669,,,,,,,,,,,,,,,,,,,,,,,
0.74,337488,727143,372384,,,,,,,,,,,,,,,,,,,,,,,
0.745,337480,726841,372112,,,,,,,,,,,,,,,,,,,,,,,
0.75,337482,726472,371715,,,,,,,,,,,,,,,,,,,,,,,
0.755,337482,725996,371208,,,,,,,,,,,,,,,,,,,,,,,
0.76,337477,725508,370712,,,,,,,,,,,,,,,,,,,,,,,
0.765,337478,724944,370145,,,,,,,,,,,,,,,,,,,,,,,
0.77,337474,724354,369609,,,,,,,,,,,,,,,,,,,,,,,
0.775,337472,723760,369058,,,,,,,,,,,,,,,,,,,,,,,
0.78,337479,723215,368530,,,,,,,,,,,,,,,,,,,,,,,
0.785,337486,722650,368026,,,,,,,,,,,,,,,,,,,,,,,
0.79,337479,722023,367496,,,,,,,,,,,,,,,,,,,,,,,
0.792776,,,,-1727,-95,1057,,,,,,,,,,,,,,,,,,,,
0.795,337479,721402,366953,,,,,,,,,,,,,,,,,,,,,,,
0.8,337466,720737,366436,,,,,,,,,,,,,,,,,,,,,,,
0.805,337471,720103,365911,,,,,,,,,,,,,,,,,,,,,,,
0.81,337469,719423,365346,,,,,,,,,,,,,,,,,,,,,,,
0.815,337477,718621,364625,,,,,,,,,,,,,,,,,,,,,,,
0.82,337467,717874,364021,,,,,,,,,,,,,,,,,,,,,,,
0.825,337466,717160,363438,,,,,,,,,,,,,,,,,,,,,,,
0.83,337467,716451,362878,,,,,,,,,,,,,,,,,,,,,,,
0.835,337462,715740,362386,,,,,,,,,,,,,,,,,,,,,,,
0.84,337468,715037,361865,,,,,,,,,,,,,,,,,,,,,,,
0.845,337471,714364,361399,,,,,,,,,,,,,,,,,,,,,,,
0.85,337481,713692,360978,,,,,,,,,,,,,,,,,,,,,,,
0.855,337472,713032,360573,,,,,,,,,,,,,,,,,,,,,,,
0.86,337474,712347,360267,,,,,,,,,,,,,,,,,,,,,,,
0.865,337486,711698,359974,,,,,,,,,,,,,,,,,,,,,,,
0.87,337484,711031,359729,,,,,,,,,,,,,,,,,,,,,,,
0.875,337481,710398,359584,,,,,,,,,,,,,,,,,,,,,,,
0.88,337477,709788,359492,,,,,,,,,,,,,,,,,,,,,,,
0.885,337490,709239,359696,,,,,,,,,,,,,,,,,,,,,,,
0.89,337475,708736,360000,,,,,,,,,,,,,,,,,,,,,,,
0.894123,,,,-1727,1,1153,,,,,,,,,,,,,,,,,,,,
0.895,337491,708265,360520,,,,,,,,,,,,,,,,,,,,,,,
0.9,337478,707790,361150,,,,,,,,,,,,,,,,,,,,,,,
0.905,337494,707482,362198,,,,,,,,,,,,,,,,,,,,,,,
0.91,337484,707362,363651,,,,,,,,,,,,,,,,,,,,,,,
0.915,337484,707442,365382,,,,,,,,,,,,,,,,,,,,,,,
0.92,337492,707794,367418,,,,,,,,,,,,,,,,,,,,,,,
0.925,337495,708394,369874,,,,,,,,,,,,,,,,,,,,,,,
0.93,337490,709302,372705,,,,,,,,,,,,,,,,,,,,,,,
0.935,337487,710332,375523,,,,,,,,,,,,,,,,,,,,,,,
0.94,337492,711768,378892,,,,,,,,,,,,,,,,,,,,,,,
0.945,337491,713413,382348,,,,,,,,,,,,,,,,,,,,,,,
0.95,337496,715011,386181,,,,,,,,,,,,,,,,,,,,,,,
0.955,337499,716577,390072,,,,,,,,,,,,,,,,,,,,,,,
0.96,337504,718335,394071,,,,,,,,,,,,,,,,,,,,,,,
0.965,337498,721094,399071,,,,,,,,,,,,,,,,,,,,,,,
0.97,337497,724127,404037,,,,,,,,,,,,,,,,,,,,,,,
0.975,337502,728471,410765,,,,,,,,,,,,,,,,,,,,,,,
0.98,337492,733958,419695,,,,,,,,,,,,,,,,,,,,,,,
0.985,337504,739219,428501,,,,,,,,,,,,,,,,,,,,,,,
0.99,337506,745468,439279,,,,,,,,,,,,,,,,,,,,,,,
0.995,337512,752944,450544,,,,,,,,,,,,,,,,,,,,,,,
0.99525,,,,-1727,1,1153,,,,,,,,,,,,,,,,,,,,
1.0,337505,760226,460332,,,,,,,,,,,,,,,,,,,,,,,
1.005,337508,769796,472868,,,,,,,,,,,,,,,,,,,,,,,
1.01,337499,781338,487094,,,,,,,,,,,,,,,,,,,,,,,
1.015,337490,788793,498206,,,,,,,,,,,,,,,,,,,,,,,
1.02,337496,794690,509297,,,,,,,,,,,,,,,,,,,,,,,
1.025,337507,807166,524605,,,,,,,,,,,,,,,,,,,,,,,
1.03,337493,832488,541324,,,,,,,,,,,,,,,,,,,,,,,
1.035,337502,865150,563966,,,,,,,,,,,,,,,,,,,,,,,
1.04,337497,890398,594366,,,,,,,,,,,,,,,,,,,,,,,
1.045,337499,908929,625772,,,,,,,,,,,,,,,,,,,,,,,
1.05,337491,915961,644988,,,,,,,,,,,,,,,,,,,,,,,
1.055,337488,908623,646768,,,,,,,,,,,,,,,,,,,,,,,
1.06,337499,897501,644998,,,,,,,,,,,,,,,,,,,,,,,
1.065,337498,894038,646421,,,,,,,,,,,,,,,,,,,,,,,
1.07,337492,898539,654385,,,,,,,,,,,,,,,,,,,,,,,
1.075,337500,907384,663874,,,,0,100.0,0.0,0.0,0.0,0,0,0,0,,,,,,,,,,,
1.08,337505,918544,674857,,,,,,,,,,,,,,,,,,,,,,,
1.085,337497,924059,679811,,,,,,,,,,,,,,,,,,,,,,,
1.09,337505,917867,673855,,,,,,,,,,,,,,,,,,,,,,,
1.095,337501,914661,670880,,,,,,,,,,,,,,,,,,,,,,,
1.095545,,,,-1727,-95,1057,,,,,,,,,,,,,,,,,,,,
1.1,337505,917200,675323,,,,,,,,,,,,,,,,,,,,,,,
1.105,337499,920516,684421,,,,,,,,,,,,,,,,,,,,,,,0x00 0x00 0xE0 0x00 0x00 0x00 0x00 0x00 0x00
1.11,337505,921106,690013,,,,,,,,,,,,,,,,,,,,,,,0x00 0x00 0xE0 0x00 0x00 0x00 0x00 0x00 0x00
1.115,337501,920131,692019,,,,,,,,,,,,,,,,,,,,,,,
1.12,337511,916621,688730,,,,,,,,,,,,,,,,,,,,,,,0x00 0x00 0x80 0x00 0x00 0x00 0x00 0x00 0x00
1.125,337501,911723,680500,,,,,,,,,,,,,,,,,,,,,,,0x00 0x00 0x80 0x00 0x00 0x00 0x00 0x00 0x00
1.13,337510,907751,672453,,,,,,,,,,,,,,,,,,,,,,,
1.135,337500,905797,666933,,,,,,,,,,,,,,,,,,,,,,,0x00 0x00 0xE0 0x00 0x00 0x00 0x00 0x00 0x00
1.14,337508,634717,662247,,,,,,,,,,,,,2,1,16,0,120,3,0,32,0,90,
1.145,337504,633030,656391,,,,,,,,,,,,,,,,,,,,,,,0x00 0x00 0xE0 0x00 0x00 0x00 0x00 0x00 0x00
1.15,337500,632020,652309,,,,,,,,,,,,,,,,,,,,,,,0x00 0x00 0xE0 0x00 0x00 0x00 0x00 0x00 0x00
1.155,337512,631807,650309,,,,,,,,,,,,,,,,,,,,,,,
1.16,337506,630186,646608,,,,,,,,,,,,,,,,,,,,,,,0x00 0x00 0xE0 0x00 0x00 0x00 0x00 0x00 0x00
1.165,337504,627977,643109,,,,,,,,,,,,,,,,,,,,,,,
1.17,337505,626057,640157,,,,,,,,,,,,,,,,,,,,,,,0x00 0x00 0xE0 0x00 0x00 0x00 0x00 0x00 0x00
1.175,337499,624458,637574,,,,,,,,,,,,,,,,,,,,,,,
1.18,337506,622646,634727,,,,,,,,,,,,,,,,,,,,,,,
1.185,337507,620855,631538,,,,,,,,,,,,,,,,,,,,,,,
1.19,337515,618918,628573,,,,,,,,,,,,,,,,,,,,,,,0x00 0x00 0xE0 0x00 0x00 0x00 0x00 0x00 0x00
1.194804,,,,-1631,1,961,,,,,,,,,,,,,,,,,,,,
1.195,337511,617261,626252,,,,,,,,,,,,,,,,,,,,,,,
1.2,337508,615652,623854,,,,,,,,,,,,,,,,,,,,,,,
1.205,337511,614160,621228,,,,,,,,,,,,,,,,,,,,,,,
1.21,337514,612637,618377,,,,,,,,,,,,,,,,,,,,,,,
1.215,337511,611332,615736,,,,,,,,,,,,,,,,,,,,,,,
1.22,337512,610013,613070,,,,,,,,,,,,,,,,,,,,,,,
1.225,337514,608570,610202,,,,,,,,,,,,,,,,,,,,,,,
1.23,337514,607370,607716,,,,,,,,,,,,,,,,,,,,,,,
1.235,337515,606414,605590,,,,,,,,,,,,,,,,,,,,,,,
1.24,337514,605489,603579,,,,,,,,,,,,,,,,,,,,,,,
1.245,337503,604650,601820,,,,,,,,,,,,,,,,,,,,,,,
1.25,337506,603955,600217,,,,,,,,,,,,,,,,,,,,,,,
1.255,337506,603296,598825,,,,,,,,,,,,,,,,,,,,,,,
1.26,337515,602735,597478,,,,,,,,,,,,,,,,,,,,,,,
1.265,337512,602185,596329,,,,,,,,,,,,,,,,,,,,,,,
1.27,337503,601729,595249,,,,,,,,,,,,,,,,,,,,,,,
1.275,337502,601255,594194,,,,,,,,,,,,,,,,,,,,,,,
1.28,337504,600815,593102,,,,,,,,,,,,,,,,,,,,,,,
1.285,337515,600324,592034,,,,,,,,,,,,,,,,,,,,,,,
1.29,337520,599827,590910,,,,,,,,,,,,,,,,,,,,,,,
1.295,337514,599313,589867,,,,,,,,,,,,,,,,,,,,,,,
1.296321,,,,-1439,1,865,,,,,,,,,,,,,,,,,,,,
1.3,337511,598794,588804,,,,,,,,,,,,,,,,,,,,,,,
1.305,337515,598226,587757,,,,,,,,,,,,,,,,,,,,,,,
1.31,337519,597702,586688,,,,,,,,,,,,,,,,,,,,,,,
1.315,337520,597161,585734,,,,,,,,,,,,,,,,,,,,,,,
1.32,337510,596651,584796,,,,,,,,,,,,,,,,,,,,,,,
1.325,337518,596081,583803,,,,,,,,,,,,,,,,,,,,,,,
1.33,337529,595600,582822,,,,,,,,,,,,,,,,,,,,,,,
1.335,337526,595090,581913,,,,,,,,,,,,,,,,,,,,,,,
1.34,337527,594537,580932,,,,,,,,,,,,,,,,,,,,,,,
1.345,337530,593898,579838,,,,,,,,,,,,,,,,,,,,,,,
1.35,337524,593320,578757,,,,,,,,,,,,,,,,,,,,,,,
1.355,337531,592665,577607,,,,,,,,,,,,,,,,,,,,,,,
1.36,337528,592055,576517,,,,,,,,,,,,,,,,,,,,,,,
1.365,337521,591416,575403,,,,,,,,,,,,,,,,,,,,,,,
1.37,337519,590683,574038,,,,,,,,,,,,,,,,,,,,,,,
1.375,337512,589930,572712,,,,,,,,,,,,,,,,,,,,,,,
1.38,337521,589132,571359,,,,,,,,,,,,,,,,,,,,,,,
1.385,337522,588335,570013,,,,,,,,,,,,,,,,,,,,,,,
1.39,337525,587658,568772,,,,,,,,,,,,,,,,,,,,,,,
1.395,337513,587005,567527,,,,,,,,,,,,,,,,,,,,,,,
1.397438,,,,-1727,-95,865,,,,,,,,,,,,,,,,,,,,
1.4,337524,586384,566332,,,,,,,,,,,,,,,,,,,,,,,
1.405,337522,585843,565223,,,,,,,,,,,,,,,,,,,,,,,
1.41,337516,585362,564242,,,,,,,,,,,,,,,,,,,,,,,
1.415,337531,584910,563256,,,,,,,,,,,,,,,,,,,,,,,
1.42,337525,584455,562334,,,,,,,,,,,,,,,,,,,,,,,
1.425,337525,584081,561454,,,,,,,,,,,,,,,,,,,,,,,
1.43,337531,583745,560627,,,,,,,,,,,,,,,,,,,,,,,
1.435,337526,583442,559818,,,,,,,,,,,,,,,,,,,,,,,
1.44,337521,583105,559095,,,,,,,,,,,,,,,,,,,,,,,
1.445,337521,582803,558342,,,,,,,,,,,,,,,,,,,,,,,
1.45,337528,582504,557646,,,,,,,,,,,,,,,,,,,,,,,
1.455,337532,582226,556966,,,,,,,,,,,,,,,,,,,,,,,
1.46,337533,581974,556353,,,,,,,,,,,,,,,,,,,,,,,
